checklist_id,test_case_id,system_key,system_name,evidence_item,evidence_type,evidence_status,required_for_execution,capture_instruction,acceptable_format,reviewer_note,not_allowed_content,evidence_route,last_checked,checklist_hash
ST-EVID-510D1740A145,ST-TEST-563D081E025F,power-bi,Power BI,Mock Payload Evidence,Mock Register,GREEN,YES,Capture mock ingestion payload shape and quality gate for this system.,CSV/screenshot,Shows readiness without connecting to the source system.,No external API request.,/sterile-compounding/mock-ingestion-lab/power-bi,2026-05-12 23:01:46 UTC,047ee4ad092b32cde9b717246e86878c9283692a068cb09afd89b9dcd6308f82
ST-EVID-27D991A000D4,ST-TEST-C88ECBACB282,power-bi,Power BI,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/connector-approval-board/power-bi,2026-05-12 23:01:46 UTC,bb2b8caf83c8c97979526de35b3b0f9d221e5bbbea276f77e373f42014499b4a
ST-EVID-EADAC185D7AC,ST-TEST-C88ECBACB282,power-bi,Power BI,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/connector-approval-board/power-bi,2026-05-12 23:01:46 UTC,fc36f4026289335397ce04226cee95bd6a635429ada0e78a9e91b802319118f5
ST-EVID-3CC3389945F5,ST-TEST-C88ECBACB282,power-bi,Power BI,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,3fea54e1b39a736cd2104e673373760c699c34977152cef770e8a3fd8d92d81c
ST-EVID-3D805DEFBD00,ST-TEST-C88ECBACB282,power-bi,Power BI,Approval Board Evidence,Approval Register,YELLOW,YES,Capture connector approval board row for this system.,CSV/screenshot,Shows approval gaps and not-allowed actions.,Do not treat this as formal enterprise approval.,/sterile-compounding/connector-approval-board/power-bi,2026-05-12 23:01:46 UTC,4607a91da12ae20c731ac7ac99e7d45bc7c36bf6ce85dc78a2f4b985d9f194e3
ST-EVID-4400134092F1,ST-TEST-AC8887522FCB,power-bi,Power BI,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/pre-integration-risk?system=power-bi,2026-05-12 23:01:46 UTC,f50223c192e88a641fbffdd3b6c483f7105022c1a3488d181120e364376d27e2
ST-EVID-E850EC58E58F,ST-TEST-AC8887522FCB,power-bi,Power BI,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/pre-integration-risk?system=power-bi,2026-05-12 23:01:46 UTC,8d5e18f7a68d83de0623fe278249fac66fa2341ca522ad01b8d2f68a89a29e16
ST-EVID-7476FED4E85D,ST-TEST-AC8887522FCB,power-bi,Power BI,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,decf4632cccbc24075fb973f4d3132a2a1ea74ddc88e8aae2bf30a3c82fc5c5b
ST-EVID-3DD5698856DD,ST-TEST-AC8887522FCB,power-bi,Power BI,Failure Mode Evidence,Risk Register,YELLOW,YES,Capture pre-integration risk register and false-GREEN prevention rule.,CSV/screenshot,Shows missing/stale connector data cannot create false GREEN.,No silent pass when evidence is missing.,/sterile-compounding/pre-integration-risk?system=power-bi,2026-05-12 23:01:46 UTC,41026cde3e8ba7f3e787e9eb25293da152686e0ddf6618ee71b53835a76eaf18
ST-EVID-0BC20CA4C632,ST-TEST-AC6969D533D4,power-bi,Power BI,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/nonprod-poc-plan/power-bi,2026-05-12 23:01:46 UTC,9f0308aee207a71b80893a932f594ecbc379971cbe429e01c1ed26238426123e
ST-EVID-E4C5DB974377,ST-TEST-AC6969D533D4,power-bi,Power BI,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/nonprod-poc-plan/power-bi,2026-05-12 23:01:46 UTC,98c08b66f33d6b30c12db57720e96d53c48a436a9a6542794556f761b0de4ff7
ST-EVID-9576347303CF,ST-TEST-AC6969D533D4,power-bi,Power BI,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,213b755b3f509b40bae3ce9a964550daf182a294a23f94b05fd5c4fc0366dc37
ST-EVID-F21CE6B8C2EE,ST-TEST-AC6969D533D4,power-bi,Power BI,Evidence Package Summary,Checklist,YELLOW,YES,Confirm all required evidence items are present for this test case.,Checklist row / CSV export,Used to decide whether the test is execution-ready.,No evidence package built from production extracts unless separately approved.,/sterile-compounding/poc-evidence-checklist,2026-05-12 23:01:46 UTC,f00efff459ccc253049eaefb8fdf082a7dde9fa01a7fd525576ea72c27251de0
ST-EVID-3859E41DCF27,ST-TEST-88B128AB88A7,servicenow,ServiceNow,Route Screenshot,Screenshot,GREEN,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/nonprod-poc-plan/servicenow,2026-05-12 23:01:46 UTC,5370d4b97dca9edb2903328df60f1f02f8d5680404b7975e3815c50daaa2781f
ST-EVID-7D7E8DED05BF,ST-TEST-88B128AB88A7,servicenow,ServiceNow,CSV Export,CSV,GREEN,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/nonprod-poc-plan/servicenow,2026-05-12 23:01:46 UTC,2e8201d58eb973b5af904525700ff3ab2ae75fc840cb978c666c7d7af3bb7083
ST-EVID-3F3F4A2D5A89,ST-TEST-88B128AB88A7,servicenow,ServiceNow,Boundary Confirmation,Governance Note,GREEN,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,96c450b74cf6c87a0bd0e3dc8d6f2debf61699b5a9ed9f057823b5edaebae38e
ST-EVID-06E7F3B26BE5,ST-TEST-E8518C09E5F7,servicenow,ServiceNow,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/data-contracts/servicenow,2026-05-12 23:01:46 UTC,5bab7ecd64075f9c370105e26bae0ab988da5f30e4163b6b5c7d9e4993d5628b
ST-EVID-E3DF19DE6B40,ST-TEST-E8518C09E5F7,servicenow,ServiceNow,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/data-contracts/servicenow,2026-05-12 23:01:46 UTC,7960a2da3e0f56dd3077ca9393af905625ab0644a1199fd32399e77192af3b8b
ST-EVID-549D7E31968B,ST-TEST-E8518C09E5F7,servicenow,ServiceNow,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,f34a1708da45b542c662f5efe3d2438bcb4983ad1d5270a88737e5aec98bba4a
ST-EVID-21717772DC18,ST-TEST-E8518C09E5F7,servicenow,ServiceNow,Data Contract Evidence,Register Export,YELLOW,YES,Export or screenshot the data contract and field mapping pages for this system.,CSV/screenshot,"Shows keys, fields, source-of-truth boundary, and no-writeback rule.",No live data pull.,/sterile-compounding/data-contracts/servicenow,2026-05-12 23:01:46 UTC,dd755868f80ac8e18b46551401123ded9ccb0bcb8c648e6cc036f844bdeef98c
ST-EVID-9761ED595189,ST-TEST-0CDDA13248FC,servicenow,ServiceNow,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/mock-ingestion-lab/servicenow,2026-05-12 23:01:46 UTC,85a5c0a1f70f4b20651c1a3fe4a24d1126dce7e90bacc3720cda61a9aa28f34e
ST-EVID-9CF8210DE888,ST-TEST-0CDDA13248FC,servicenow,ServiceNow,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/mock-ingestion-lab/servicenow,2026-05-12 23:01:46 UTC,d8f94b032e7070f35de6c173f3f1164860c0bd1137d292d2a0762f76b90732ab
ST-EVID-7B88DB690C2E,ST-TEST-0CDDA13248FC,servicenow,ServiceNow,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,800c98ce966d6aa48c54a1051e291e0044ae1352dcbbdf64c004ef8369dd947c
ST-EVID-B976E3719E85,ST-TEST-0CDDA13248FC,servicenow,ServiceNow,Mock Payload Evidence,Mock Register,YELLOW,YES,Capture mock ingestion payload shape and quality gate for this system.,CSV/screenshot,Shows readiness without connecting to the source system.,No external API request.,/sterile-compounding/mock-ingestion-lab/servicenow,2026-05-12 23:01:46 UTC,8b33845a6f7e6251a1dc2996d472668fb15c8639dac8bd1a39ef46cb0ff7c461
ST-EVID-1D1674AD02F8,ST-TEST-483EC0462F93,servicenow,ServiceNow,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/connector-approval-board/servicenow,2026-05-12 23:01:46 UTC,a379d9ce626e54e02efca6316bfa72fcbe4c23aeeb7568abfcd65e16b8e5de08
ST-EVID-FB9812593BBB,ST-TEST-483EC0462F93,servicenow,ServiceNow,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/connector-approval-board/servicenow,2026-05-12 23:01:46 UTC,20e7af6bc77a201d9fc3e362f8eff0e236eb0162d49d14772a80426a47c56b5f
ST-EVID-6294D182EB3C,ST-TEST-483EC0462F93,servicenow,ServiceNow,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,b3135fd826590f8d565cb22e964da5059a8d24bf786b7e84732a9f4f48347419
ST-EVID-1A4112698E2E,ST-TEST-483EC0462F93,servicenow,ServiceNow,Approval Board Evidence,Approval Register,YELLOW,YES,Capture connector approval board row for this system.,CSV/screenshot,Shows approval gaps and not-allowed actions.,Do not treat this as formal enterprise approval.,/sterile-compounding/connector-approval-board/servicenow,2026-05-12 23:01:46 UTC,4af85cc1cd7e7959364fd1266c1be601ec87c140d9d11764e2a2835e9f05d54b
ST-EVID-4CB1C6709EFA,ST-TEST-C9E9D335F84E,servicenow,ServiceNow,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/pre-integration-risk?system=servicenow,2026-05-12 23:01:46 UTC,856fe04d85c61cba7c9c2e74e25ef440b099f54b29bf12212ec5b2b3f25d2010
ST-EVID-7B7997320CC8,ST-TEST-C9E9D335F84E,servicenow,ServiceNow,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/pre-integration-risk?system=servicenow,2026-05-12 23:01:46 UTC,6b68b1f24689f6250820767ad2c7e58af3e8c504d735a6b91e5acf8e27ab1ea4
ST-EVID-03A90E9DB945,ST-TEST-C9E9D335F84E,servicenow,ServiceNow,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,c35e4cf95cc65d5c400a9714252c0e1eb207a10717ba7737fe44c6f93f091783
ST-EVID-0980ECD3DC57,ST-TEST-C9E9D335F84E,servicenow,ServiceNow,Failure Mode Evidence,Risk Register,YELLOW,YES,Capture pre-integration risk register and false-GREEN prevention rule.,CSV/screenshot,Shows missing/stale connector data cannot create false GREEN.,No silent pass when evidence is missing.,/sterile-compounding/pre-integration-risk?system=servicenow,2026-05-12 23:01:46 UTC,6cc0432fd08d140d165addd85570232a766bbcdf39025653110e7e1e4191b29a
ST-EVID-757F84D9AE76,ST-TEST-D009472CCE25,servicenow,ServiceNow,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/nonprod-poc-plan/servicenow,2026-05-12 23:01:46 UTC,0a02e9e50724e5c5d1314166f0e2db35c03b0473fd69f3fbd90fb9ecf4eee268
ST-EVID-5083223C05DA,ST-TEST-D009472CCE25,servicenow,ServiceNow,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/nonprod-poc-plan/servicenow,2026-05-12 23:01:46 UTC,e098e10b4592f17bf77ba78b75cbd3e777beab566bdafaa1f3efb1cbc4347141
ST-EVID-FB912479EA22,ST-TEST-D009472CCE25,servicenow,ServiceNow,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,4b143bdb2fecdec02507fda7efae18b49ead9c2237892e23ed777078a975c6da
ST-EVID-2A7E0581B605,ST-TEST-D009472CCE25,servicenow,ServiceNow,Evidence Package Summary,Checklist,YELLOW,YES,Confirm all required evidence items are present for this test case.,Checklist row / CSV export,Used to decide whether the test is execution-ready.,No evidence package built from production extracts unless separately approved.,/sterile-compounding/poc-evidence-checklist,2026-05-12 23:01:46 UTC,973e8425e35fb114243eea1254988cd261ef768132cc68bdabdace33c8b79a7d
ST-EVID-EDDEF4C0AC67,ST-TEST-361E514CA2B3,veeva,Veeva Vault / QMS,Route Screenshot,Screenshot,GREEN,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/nonprod-poc-plan/veeva,2026-05-12 23:01:46 UTC,7d240838ec96717b2a1829aa7f340d84085040d484099f2b5eea17922e41ab02
ST-EVID-37E4216AA5C2,ST-TEST-361E514CA2B3,veeva,Veeva Vault / QMS,CSV Export,CSV,GREEN,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/nonprod-poc-plan/veeva,2026-05-12 23:01:46 UTC,9e219ad3e442eb26b2f6161d274446e7d5a1bdf9728b5f66f8f12a02e2b93ab9
ST-EVID-6AFF42F6842F,ST-TEST-361E514CA2B3,veeva,Veeva Vault / QMS,Boundary Confirmation,Governance Note,GREEN,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,d45285a61f5a6359c5fe110c5bc2d3f346345b26b0a407f56bed538c72279e6c
ST-EVID-7605F18CAE43,ST-TEST-2AD142A9501B,veeva,Veeva Vault / QMS,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/data-contracts/veeva,2026-05-12 23:01:46 UTC,9bd388e984d565f1c7126adb8db12fc591c8510ec1c518d588d4568dbf9ad1ef
ST-EVID-F155ECC1F855,ST-TEST-2AD142A9501B,veeva,Veeva Vault / QMS,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/data-contracts/veeva,2026-05-12 23:01:46 UTC,3a6b65f00d78bcb2d90b3717256dd7da29113281b2546f0a44aad2725ad8f66b
ST-EVID-C606AE236A7C,ST-TEST-2AD142A9501B,veeva,Veeva Vault / QMS,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,83fe9eaf66d6507142cf48e568c7081b7ac632b8477ee08178aaf04759b80d8a
ST-EVID-CE762F8B81AD,ST-TEST-2AD142A9501B,veeva,Veeva Vault / QMS,Data Contract Evidence,Register Export,YELLOW,YES,Export or screenshot the data contract and field mapping pages for this system.,CSV/screenshot,"Shows keys, fields, source-of-truth boundary, and no-writeback rule.",No live data pull.,/sterile-compounding/data-contracts/veeva,2026-05-12 23:01:46 UTC,15789825985f6d11a9cd6432a332c5278027beac20c5bef8c4056b3ba0bcbeb0
ST-EVID-20CF945D39CF,ST-TEST-3F2522EB4E1F,veeva,Veeva Vault / QMS,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/mock-ingestion-lab/veeva,2026-05-12 23:01:46 UTC,9ba1a939dad7bb9acb272914927a41ee2b103bcf332fbc8fadbb92ce167fe084
ST-EVID-53E9E555527A,ST-TEST-3F2522EB4E1F,veeva,Veeva Vault / QMS,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/mock-ingestion-lab/veeva,2026-05-12 23:01:46 UTC,e5618feee461cf33750f49050bb19c5de80df0ecc5993fd2402177b5256df8d2
ST-EVID-5CA94A5A7E43,ST-TEST-3F2522EB4E1F,veeva,Veeva Vault / QMS,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,794b4bd14f20f99a674b69d92886b5b7fbdfba415d34088b9049ab5f3b39794e
ST-EVID-98E711EB5CC6,ST-TEST-3F2522EB4E1F,veeva,Veeva Vault / QMS,Mock Payload Evidence,Mock Register,YELLOW,YES,Capture mock ingestion payload shape and quality gate for this system.,CSV/screenshot,Shows readiness without connecting to the source system.,No external API request.,/sterile-compounding/mock-ingestion-lab/veeva,2026-05-12 23:01:46 UTC,0d82b237f6e8d39021fd793bd549f6f5ba7a9b91204b9ca731fc19121f57a565
ST-EVID-125F9A73A102,ST-TEST-C602CDA108A6,veeva,Veeva Vault / QMS,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/connector-approval-board/veeva,2026-05-12 23:01:46 UTC,e478fed77413b6322f496b66ab31e5eb72b3abc645d809d0dade720d9d17785e
ST-EVID-E9747C47BEE5,ST-TEST-C602CDA108A6,veeva,Veeva Vault / QMS,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/connector-approval-board/veeva,2026-05-12 23:01:46 UTC,17d87b762f86b417f6af973b8a7578ccdd8a71078215c060922a5da74ab62ebe
ST-EVID-B83E8987EC61,ST-TEST-C602CDA108A6,veeva,Veeva Vault / QMS,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,ce55c013aa7df4fb48e47c6ad6dcc9cf159f558ead49cfd4383b6d6b36117f75
ST-EVID-2BF893C82FA0,ST-TEST-C602CDA108A6,veeva,Veeva Vault / QMS,Approval Board Evidence,Approval Register,YELLOW,YES,Capture connector approval board row for this system.,CSV/screenshot,Shows approval gaps and not-allowed actions.,Do not treat this as formal enterprise approval.,/sterile-compounding/connector-approval-board/veeva,2026-05-12 23:01:46 UTC,1d2bb5e35dc2b4a2f895342647c46b6b5c1cad9a9a550baf71cccb01215f8094
ST-EVID-C3BB4BA2A219,ST-TEST-981E4E1B1A8B,veeva,Veeva Vault / QMS,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/pre-integration-risk?system=veeva,2026-05-12 23:01:46 UTC,2a2d1e75db124332fc0c27de710f97e4377b669fd03188d1525adcd3aaa7aaa8
ST-EVID-5938C8464F6D,ST-TEST-981E4E1B1A8B,veeva,Veeva Vault / QMS,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/pre-integration-risk?system=veeva,2026-05-12 23:01:46 UTC,23f0612d47878d946352123494000926c031f22920d231da3134f20c48464e09
ST-EVID-C98F190D1DB3,ST-TEST-981E4E1B1A8B,veeva,Veeva Vault / QMS,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,ab9454a8dcc2ef8babb17040203586944daa4295f6b2e4c9c79e05bef19d2fe8
ST-EVID-C930C8C8D8D8,ST-TEST-981E4E1B1A8B,veeva,Veeva Vault / QMS,Failure Mode Evidence,Risk Register,YELLOW,YES,Capture pre-integration risk register and false-GREEN prevention rule.,CSV/screenshot,Shows missing/stale connector data cannot create false GREEN.,No silent pass when evidence is missing.,/sterile-compounding/pre-integration-risk?system=veeva,2026-05-12 23:01:46 UTC,8d08d93758bd3d5388f42778b244397ed0dbb86a7bd717cea3699bae330f3316
ST-EVID-2DE3C4AA8DE3,ST-TEST-04C433FE4AFA,veeva,Veeva Vault / QMS,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/nonprod-poc-plan/veeva,2026-05-12 23:01:46 UTC,cf7745089601300dc88404baae90ba6fd2410f36ff726a7fff9d64e0ec9ee28b
ST-EVID-5FC6B048F566,ST-TEST-04C433FE4AFA,veeva,Veeva Vault / QMS,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/nonprod-poc-plan/veeva,2026-05-12 23:01:46 UTC,cf897fcae74fc4909962500a37573f4ae84192dc1770f2bbda0ee7d09b140f56
ST-EVID-22CBD844BC73,ST-TEST-04C433FE4AFA,veeva,Veeva Vault / QMS,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,db170d8984fb40b37d3eb46ab8a1592f121e6fd1c3f0d6676e00bc1a2fb3f546
ST-EVID-454560BC0939,ST-TEST-04C433FE4AFA,veeva,Veeva Vault / QMS,Evidence Package Summary,Checklist,YELLOW,YES,Confirm all required evidence items are present for this test case.,Checklist row / CSV export,Used to decide whether the test is execution-ready.,No evidence package built from production extracts unless separately approved.,/sterile-compounding/poc-evidence-checklist,2026-05-12 23:01:46 UTC,716da9726c3f629e0ad00d6b5ca20def4951d25b377123fd64a43450d45284a3
