packet_id,system_key,system_name,packet_section,packet_item,packet_status,packet_score,source_register,source_route,evidence_type,required_for_packet,packet_note,not_allowed_content,last_checked,packet_hash
ST-PACKET-E4D1E5283A9A,myaccess,myAccess,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/data-contracts/myaccess,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,753e2de673792958ca02c2cf8d6a7a5b8bf15ae3a5be0b9ec914ab0f06f60652
ST-PACKET-55C8E915D181,myaccess,myAccess,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,8dac10b5952194444b58772a9921a98cbca728b570012a93637e329c25aeb934
ST-PACKET-D43317B2E3CA,myaccess,myAccess,06 Evidence Item Detail,Data Contract Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/data-contracts/myaccess,Register Export,YES,Export or screenshot the data contract and field mapping pages for this system.,No live data pull.,2026-05-12 23:01:46 UTC,037d004ddc2a25dc47b7d8ab9b326295297fe7274485d378a25ceb06ee1e6182
ST-PACKET-EFC919D9597B,myaccess,myAccess,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/mock-ingestion-lab/myaccess,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,2acb71b69e13f445738ed49ba79b5809b270c55a7ddaaa1a0ccd7c6c2bb679cb
ST-PACKET-E4D1E5283A9A,myaccess,myAccess,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/mock-ingestion-lab/myaccess,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,8c735ef5c3471ccead6daebaa728a0c2904861287e42e7144161c6097d9e2ffd
ST-PACKET-55C8E915D181,myaccess,myAccess,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,8dac10b5952194444b58772a9921a98cbca728b570012a93637e329c25aeb934
ST-PACKET-ED44F5275953,myaccess,myAccess,06 Evidence Item Detail,Mock Payload Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/mock-ingestion-lab/myaccess,Mock Register,YES,Capture mock ingestion payload shape and quality gate for this system.,No external API request.,2026-05-12 23:01:46 UTC,32068a6a4cdbef971bd9c02d53120d5648029a8d3504218eddea823ecb201cf1
ST-PACKET-EFC919D9597B,myaccess,myAccess,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/connector-approval-board/myaccess,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,078ab389d6c5bb2889572d6d1b6c64a831aac3475f836c04c1d755e3278965fc
ST-PACKET-E4D1E5283A9A,myaccess,myAccess,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/connector-approval-board/myaccess,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,2456595d43e380bed09f0c69e6424d75952ade457b2a7c3f9bda8a80eb0d1e36
ST-PACKET-55C8E915D181,myaccess,myAccess,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,8dac10b5952194444b58772a9921a98cbca728b570012a93637e329c25aeb934
ST-PACKET-6A70555E1A6A,myaccess,myAccess,06 Evidence Item Detail,Approval Board Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/connector-approval-board/myaccess,Approval Register,YES,Capture connector approval board row for this system.,Do not treat this as formal enterprise approval.,2026-05-12 23:01:46 UTC,d5b8454856880aa57fafd7715ba84d52e7604bb50549241d661be0e1a3eb4469
ST-PACKET-EFC919D9597B,myaccess,myAccess,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/pre-integration-risk?system=myaccess,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,7579f997d25ee98be8d1e68f9dfaa50d95d8d08388116d10c8d5feb4e9aedb40
ST-PACKET-E4D1E5283A9A,myaccess,myAccess,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/pre-integration-risk?system=myaccess,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,5d44f16a7b6a91e26a5e33ae82f32a7d35268e8b10f125bdc2367508800dc343
ST-PACKET-55C8E915D181,myaccess,myAccess,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,8dac10b5952194444b58772a9921a98cbca728b570012a93637e329c25aeb934
ST-PACKET-84CF51F8A16F,myaccess,myAccess,06 Evidence Item Detail,Failure Mode Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/pre-integration-risk?system=myaccess,Risk Register,YES,Capture pre-integration risk register and false-GREEN prevention rule.,No silent pass when evidence is missing.,2026-05-12 23:01:46 UTC,103013d08babec15f4209c2c567121a391c0d8353cf940e143c6b17e7ece426a
ST-PACKET-EFC919D9597B,myaccess,myAccess,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/myaccess,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,e5b77864d535fd76e1a3597a8565acff22bfedbf36fa93a3a2ae76e95aa93458
ST-PACKET-E4D1E5283A9A,myaccess,myAccess,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/myaccess,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,ae62b13aba1ef8ea2ccedbfef4b2e4a847317cfc9d533f0fcd642b025eae3cc9
ST-PACKET-55C8E915D181,myaccess,myAccess,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,8dac10b5952194444b58772a9921a98cbca728b570012a93637e329c25aeb934
ST-PACKET-2B8080839BB8,myaccess,myAccess,06 Evidence Item Detail,Evidence Package Summary,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/poc-evidence-checklist,Checklist,YES,Confirm all required evidence items are present for this test case.,No evidence package built from production extracts unless separately approved.,2026-05-12 23:01:46 UTC,8f1a864457c41ae643b10571a59fde19b0e035d2267a25d2bf16c5dc69851356
ST-PACKET-EF4CEAC2EA32,power-bi,Power BI,01 Result Summary,POC Results Summary,YELLOW,60,sterile_compounding_poc_results_summary.csv,/sterile-compounding/poc-results-summary/power-bi,Summary Register,YES,Power BI: status=YELLOW; score=60; tests=6; P0=4; GREEN tests=3; YELLOW tests=3; RED tests=0; required evidence=23; evidence gaps=12; P0 blockers=0.,No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,39f34a619e813d803983d35bef12f0026bda40861b912fba2f1f79d0611ccb93
ST-PACKET-9A1A5A2E8633,power-bi,Power BI,02 Execution Ledger,POC Test Execution Ledger,GREEN,70,sterile_compounding_poc_test_execution.csv,/sterile-compounding/poc-test-execution?system=power-bi,Execution Register,YES,"Contains manual non-production test execution readiness, pass/fail criteria, and execution decisions.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,9973d2097101119639df176811145531e5927aef76c9cdf49f48e2bdc50d8637
ST-PACKET-A440D23CF32E,power-bi,Power BI,03 Evidence Checklist,POC Evidence Checklist,YELLOW,4,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/poc-evidence-checklist?system=power-bi,Evidence Checklist,YES,"Contains screenshots, CSV exports, boundary confirmations, and system-specific evidence expectations.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,5790f24de16ab678ef5d34449fff3440eebd9c7f865e49698a5597fc84d4bb9f
ST-PACKET-D87A7C173E69,power-bi,Power BI,04 Non-Production Boundary,Boundary and Not-Allowed Statement,GREEN,100,sterile_compounding_nonprod_poc_plan.csv,/sterile-compounding/nonprod-poc-plan/power-bi,Governance Statement,YES,"Confirms mock/non-production-only boundary and prohibits production connection, credentials, writeback, and protected-module changes.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,ad702ba2634bf8c21b08e32dabc23a1318896c4d9e78e53b165523003c569b0a
ST-PACKET-46103895CF00,power-bi,Power BI,05 Approval Trace,Connector Approval and Decision Trace,YELLOW,70,sterile_compounding_connector_approval_board.csv,/sterile-compounding/connector-approval-board/power-bi,Approval Planning Record,YES,"Shows approval readiness, implementation position, and not-allowed actions before any real connector work.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,7e9704390537ac5a2682938e03d3077ca83445cfe16f8b5f1315f45d876fb6a7
ST-PACKET-B6DC73ECF342,power-bi,Power BI,06 Evidence Item Detail,Route Screenshot,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/power-bi,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,2bda5fe56943fb31306befee54c4233eaa3c725e0ee73846de0006e5f0b5914f
ST-PACKET-0BC01CC27BEC,power-bi,Power BI,06 Evidence Item Detail,CSV Export,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/power-bi,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,cac3a497931fe9b54da0010959046ee4dee8e740642a8e8b2c3ad8851046995f
ST-PACKET-C6DFAFC06CAA,power-bi,Power BI,06 Evidence Item Detail,Boundary Confirmation,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,b59fd7aa212b92111ea10d00505a24687a928c4dccb6db45d483f7c7af0b4180
ST-PACKET-B6DC73ECF342,power-bi,Power BI,06 Evidence Item Detail,Route Screenshot,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/data-contracts/power-bi,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,e4ed0dd20d7ca85a9e614512e625f5b4b3000ff4ad2c511f3fd7b0eaa46d246e
ST-PACKET-0BC01CC27BEC,power-bi,Power BI,06 Evidence Item Detail,CSV Export,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/data-contracts/power-bi,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,529f18e2131753642452b5ee202711588d7f8ab85f1895e4ad163579f50d4ceb
ST-PACKET-C6DFAFC06CAA,power-bi,Power BI,06 Evidence Item Detail,Boundary Confirmation,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,b59fd7aa212b92111ea10d00505a24687a928c4dccb6db45d483f7c7af0b4180
ST-PACKET-1A1D2FBCA9A7,power-bi,Power BI,06 Evidence Item Detail,Data Contract Evidence,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/data-contracts/power-bi,Register Export,YES,Export or screenshot the data contract and field mapping pages for this system.,No live data pull.,2026-05-12 23:01:46 UTC,0a921bbe3c942b46cdea7648223d4b0ce99d62a4b06821e1f8a0493784ccac2b
ST-PACKET-B6DC73ECF342,power-bi,Power BI,06 Evidence Item Detail,Route Screenshot,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/mock-ingestion-lab/power-bi,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,3b5141f203aaefcddde6a371d40f6e0098f8cc0c1751f4c5665b2fae32de0e7c
ST-PACKET-0BC01CC27BEC,power-bi,Power BI,06 Evidence Item Detail,CSV Export,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/mock-ingestion-lab/power-bi,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,5aad646e3839315be3fcba7a99d62844c43920f682234a578d71806fafb16de0
ST-PACKET-C6DFAFC06CAA,power-bi,Power BI,06 Evidence Item Detail,Boundary Confirmation,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,b59fd7aa212b92111ea10d00505a24687a928c4dccb6db45d483f7c7af0b4180
ST-PACKET-028AD45073AA,power-bi,Power BI,06 Evidence Item Detail,Mock Payload Evidence,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/mock-ingestion-lab/power-bi,Mock Register,YES,Capture mock ingestion payload shape and quality gate for this system.,No external API request.,2026-05-12 23:01:46 UTC,a3476a2d4a1eea6323b60c8b70c40dd1c520ac64b97c477e13178f59594253cd
ST-PACKET-B6DC73ECF342,power-bi,Power BI,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/connector-approval-board/power-bi,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,0da9ec3c405dcc691988582339fe4235a418d3bc71628984a0c18ff7b932911a
ST-PACKET-0BC01CC27BEC,power-bi,Power BI,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/connector-approval-board/power-bi,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,bfd623a8d8f510b4a3f7aa93fa78dbfbc34c839f6130a49c30c752852ddfdf4b
ST-PACKET-C6DFAFC06CAA,power-bi,Power BI,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,40a666c861a98644bbfe1b6b733fa38ff4e203a3241939ebe639df111b0eeb22
ST-PACKET-452AE6DED8CF,power-bi,Power BI,06 Evidence Item Detail,Approval Board Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/connector-approval-board/power-bi,Approval Register,YES,Capture connector approval board row for this system.,Do not treat this as formal enterprise approval.,2026-05-12 23:01:46 UTC,2bb9b5cf653b3cb625fef6d7752c87e7931454524d00f0c0c421af0b414fcfe7
ST-PACKET-B6DC73ECF342,power-bi,Power BI,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/pre-integration-risk?system=power-bi,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,3ba2b28c2826a89c310dbbe05c52f42220eff0640b6a9294275e61600ef87bcd
ST-PACKET-0BC01CC27BEC,power-bi,Power BI,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/pre-integration-risk?system=power-bi,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,4261950ece9d6f11508a81f960fe9e9bb5f1b94af5be4ab3420ec129e6672d24
ST-PACKET-C6DFAFC06CAA,power-bi,Power BI,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,40a666c861a98644bbfe1b6b733fa38ff4e203a3241939ebe639df111b0eeb22
ST-PACKET-AD5AB5781BA1,power-bi,Power BI,06 Evidence Item Detail,Failure Mode Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/pre-integration-risk?system=power-bi,Risk Register,YES,Capture pre-integration risk register and false-GREEN prevention rule.,No silent pass when evidence is missing.,2026-05-12 23:01:46 UTC,ce64d14f34011edd2414035d3a9c361b49e0a03fd87537667319c315c8c5fa39
ST-PACKET-B6DC73ECF342,power-bi,Power BI,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/power-bi,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,ab68b6a634e8bdd1fa61a4b5f1f65fc87573a766ea8e0ba8edcafae3deeb34da
ST-PACKET-0BC01CC27BEC,power-bi,Power BI,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/power-bi,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,83706d2088ff14374f861405ad96fbbd236668f5332a9cd9b5627ec6a7f1ea6c
ST-PACKET-C6DFAFC06CAA,power-bi,Power BI,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,40a666c861a98644bbfe1b6b733fa38ff4e203a3241939ebe639df111b0eeb22
ST-PACKET-BE8F5E445FF5,power-bi,Power BI,06 Evidence Item Detail,Evidence Package Summary,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/poc-evidence-checklist,Checklist,YES,Confirm all required evidence items are present for this test case.,No evidence package built from production extracts unless separately approved.,2026-05-12 23:01:46 UTC,bf177446a854a69e6c9cbe26d05e54f9675e819d1f35c3df983d951ba631a150
ST-PACKET-383A1617D25B,servicenow,ServiceNow,01 Result Summary,POC Results Summary,YELLOW,38,sterile_compounding_poc_results_summary.csv,/sterile-compounding/poc-results-summary/servicenow,Summary Register,YES,ServiceNow: status=YELLOW; score=38; tests=6; P0=4; GREEN tests=1; YELLOW tests=5; RED tests=0; required evidence=23; evidence gaps=20; P0 blockers=0.,No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,65a4b195793a636db7852ca8d2f347e8058e309a57177ce6fa4ed681ed334825
ST-PACKET-057E9311F561,servicenow,ServiceNow,02 Execution Ledger,POC Test Execution Ledger,GREEN,50,sterile_compounding_poc_test_execution.csv,/sterile-compounding/poc-test-execution?system=servicenow,Execution Register,YES,"Contains manual non-production test execution readiness, pass/fail criteria, and execution decisions.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,5ee72f08c4a0d0f18dfd1b6ec1f8d0134eda66105e8c047710a5e5fc5f14ee37
ST-PACKET-C1E3D928DBAD,servicenow,ServiceNow,03 Evidence Checklist,POC Evidence Checklist,YELLOW,0,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/poc-evidence-checklist?system=servicenow,Evidence Checklist,YES,"Contains screenshots, CSV exports, boundary confirmations, and system-specific evidence expectations.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,f85bff29eba9771db91b317e1c8ab28f7f0031252b3b3468602cac37c635ffd0
ST-PACKET-4E2438A9B144,servicenow,ServiceNow,04 Non-Production Boundary,Boundary and Not-Allowed Statement,GREEN,100,sterile_compounding_nonprod_poc_plan.csv,/sterile-compounding/nonprod-poc-plan/servicenow,Governance Statement,YES,"Confirms mock/non-production-only boundary and prohibits production connection, credentials, writeback, and protected-module changes.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,59fa252759c3a519d0584ea770c9f50233154e4f5b460dd648ef9c21486fed93
ST-PACKET-5D4EF54928DB,servicenow,ServiceNow,05 Approval Trace,Connector Approval and Decision Trace,YELLOW,70,sterile_compounding_connector_approval_board.csv,/sterile-compounding/connector-approval-board/servicenow,Approval Planning Record,YES,"Shows approval readiness, implementation position, and not-allowed actions before any real connector work.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,f4c8f907b5e5afddd979f04a1032c85b0f8ced82628e0d9cd4945bea07ffa064
ST-PACKET-E455CD7FB4A6,servicenow,ServiceNow,06 Evidence Item Detail,Route Screenshot,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/servicenow,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,964da1c53d5e3290cd3c478b4e88774e301fefbb4423ec7af6fdc8ffff9a866a
ST-PACKET-4BC6A55FD0CA,servicenow,ServiceNow,06 Evidence Item Detail,CSV Export,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/servicenow,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,fa8d5d6d9a8bb70bfacb903c6d0da8d2e70da35991504ab9bb9438ca3e63e988
ST-PACKET-1992F162C6DF,servicenow,ServiceNow,06 Evidence Item Detail,Boundary Confirmation,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,a40121845cbd9432fbd8a8d9a9be08d5ea514b525cf4146a9b4143a2fdd8c15c
ST-PACKET-E455CD7FB4A6,servicenow,ServiceNow,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/data-contracts/servicenow,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,8de8ef0ca27d8081e804f9f35bf5b47a9ecf719a7736ac5a94d40e3418f4b32a
ST-PACKET-4BC6A55FD0CA,servicenow,ServiceNow,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/data-contracts/servicenow,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,7e1ed3cbff50e18b7babf7dd07f664af12547003443cd0be6755558d0612afb0
ST-PACKET-1992F162C6DF,servicenow,ServiceNow,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,e890dd0d2e96180fa7e5750d7238340fee33a1bd8c8538f63423bc7d937a891d
ST-PACKET-E38580996516,servicenow,ServiceNow,06 Evidence Item Detail,Data Contract Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/data-contracts/servicenow,Register Export,YES,Export or screenshot the data contract and field mapping pages for this system.,No live data pull.,2026-05-12 23:01:46 UTC,f9ad25fc729e1fe746d7c9d56a291a107130bec73fcd0e31abf2d0ba3b709eac
ST-PACKET-E455CD7FB4A6,servicenow,ServiceNow,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/mock-ingestion-lab/servicenow,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,086a8cebeb939fc354e984262020bab6b9c459ef14d259b89e14c642c2a9ad7c
ST-PACKET-4BC6A55FD0CA,servicenow,ServiceNow,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/mock-ingestion-lab/servicenow,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,c1a4a9c31ce78ae28348466245d25503e0effe582f0e03fe52318984c88ae5e8
ST-PACKET-1992F162C6DF,servicenow,ServiceNow,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,e890dd0d2e96180fa7e5750d7238340fee33a1bd8c8538f63423bc7d937a891d
ST-PACKET-71618A67E042,servicenow,ServiceNow,06 Evidence Item Detail,Mock Payload Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/mock-ingestion-lab/servicenow,Mock Register,YES,Capture mock ingestion payload shape and quality gate for this system.,No external API request.,2026-05-12 23:01:46 UTC,b820c06155de56bf961e05c2c0fc26db5706d2301de9e8b29734ea14557eb95f
ST-PACKET-E455CD7FB4A6,servicenow,ServiceNow,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/connector-approval-board/servicenow,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,c3285bc2d772c14835028eb9025da754b3df406e5a80573ac4d58b10f7bdd753
